"DR" "ES"
"Akodon_sylvanus" 0.266923364813816 3.74639365383962
"Akodon_toba" 0.427916573760923 2.33690411009577
"Akodon_torques" 0.327146116544936 3.05673810394335
"Akodon_varius" 0.56705037122893 1.76351176321914
"Alcelaphus_buselaphus" 0.133124018437242 7.51179247546095
"Alcelaphus_caama" 0.133124018437242 7.51179247546095
"Alces_alces" 0.124707580843435 8.0187587092677
"Alces_americanus" 0.124707580843435 8.0187587092677
"Alionycteris_paucidentata" 0.0435515661786409 22.9612867628727
"Allactaga_balikunica" 0.0988481987029577 10.1165222343104
"Allactaga_bullata" 0.0837109439132681 11.9458693601172
"Allactaga_elater" 0.0547799269344681 18.25486188027
"Allactaga_euphratica" 0.125272930789288 7.98257048589389
"Allactaga_firouzi" 0.125272930789288 7.98257048589389
"Allactaga_hotsoni" 0.0880911491596262 11.3518782481534
"Allactaga_major" 0.125834841369098 7.94692462850414
"Allactaga_severtzovi" 0.0988481987029577 10.1165222343104
"Allactaga_sibirica" 0.0837109439132681 11.9458693601172
"Allactaga_tetradactyla" 0.125834841369098 7.94692462850414
"Allactaga_vinogradovi" 0.0676481794225964 14.782363820215
"Allactaga_williamsi" 0.113665682916583 8.79773010059582
"Allactodipus_bobrinskii" 0.0749265750161215 13.3463994555314
"Allenopithecus_nigroviridis" 0.0905001229042164 11.0497087507647
"Allocebus_trichotis" 0.0403764583954838 24.7669072459276
"Allocricetulus_curtatus" 0.0956324712390262 10.4566993516311
"Allocricetulus_eversmanni" 0.073178182329762 13.6652751976499
"Alouatta_arctoidea" 0.231146336201697 4.32626368400409
"Alouatta_belzebul" 0.180374338710349 5.54402586947709
"Alouatta_caraya" 0.167642745192008 5.96506576443056
"Alouatta_discolor" 0.187578008015018 5.33111536145504
"Alouatta_guariba" 0.180374338710349 5.54402586947709
"Alouatta_juara" 0.17294256574553 5.78226647493718
"Alouatta_macconnelli" 0.231146336201697 4.32626368400409
"Alouatta_palliata" 0.179832491025435 5.56073040137425
"Alouatta_pigra" 0.179832491025435 5.56073040137425
"Alouatta_puruensis" 0.158682730351299 6.30188299499357
"Alouatta_sara" 0.174976322512538 5.71505896135372
"Alouatta_seniculus" 0.174976322512538 5.71505896135372
"Alouatta_ululata" 0.152214630256591 6.56967072294089
"Alticola_albicaudus" 0.198871878558426 5.02836302069835
"Alticola_argentatus" 0.237376288273619 4.21272068610037
"Alticola_barakshin" 0.198274375431445 5.04351607626552
"Alticola_lemminus" 0.177404915850513 5.6368223800666
"Alticola_macrotis" 0.198274375431445 5.04351607626552
"Alticola_montosa" 0.288830365849567 3.46223984122513
"Alticola_olchonensis" 0.38480963895401 2.59868750356202
"Alticola_roylei" 0.177404915850513 5.6368223800666
"Alticola_semicanus" 0.237376288273619 4.21272068610037
"Alticola_stoliczkanus" 0.38480963895401 2.59868750356202
"Alticola_strelzowi" 0.353573050154938 2.82826985699785
"Alticola_tuvinicus" 0.288830365849567 3.46223984122513
"Amblysomus_corriae" 0.0574751813512497 17.3988141749162
"Amblysomus_hottentotus" 0.0676608153599365 14.7796031525822
"Amblysomus_marleyi" 0.0531664698893853 18.8088470436449
"Amblysomus_robustus" 0.0676608153599365 14.7796031525822
"Amblysomus_septentrionalis" 0.0531664698893853 18.8088470436449
"Ametrida_centurio" 0.194735797972545 5.13516266865832
"Ammospermophilus_harrisii" 0.27416212863304 3.6474767867683
"Ammospermophilus_insularis" 0.243628419734007 4.10461144513353
"Ammospermophilus_interpres" 0.251035816415509 3.98349532062318
"Ammospermophilus_leucurus" 0.27416212863304 3.6474767867683
"Ammospermophilus_nelsoni" 0.120023972664697 8.33166889745964
"Ammotragus_lervia" 0.106563662836493 9.38406182165829
"Amphinectomys_savamis" 0.225987282990672 4.42502775716488
"Anathana_ellioti" 0.0558380849085304 17.9089236609408
"Andalgalomys_olrogi" 0.153161526861004 6.5290547861116
"Andalgalomys_pearsoni" 0.153161526861004 6.5290547861116
"Andinomys_edax" 0.133294661695437 7.5021759107269
"Anisomys_imitator" 0.121893931680601 8.2038538441791
"Anomalurus_beecrofti" 0.0517608943590463 19.3196043534984
"Anomalurus_derbianus" 0.039620406183126 25.2395191351141
"Anomalurus_pelii" 0.0454714734270394 21.991809911428
"Anomalurus_pusillus" 0.0517608943590463 19.3196043534984
"Anoura_caudifer" 0.13133479009789 7.61412874117095
"Anoura_cultrata" 0.174556669138665 5.72879858978988
"Anoura_fistulata" 0.174556669138665 5.72879858978988
"Anoura_geoffroyi" 0.13133479009789 7.61412874117095
"Anoura_latidens" 0.129097503302191 7.74608318845024
"Anoura_luismanueli" 0.169742977984248 5.89125990291508
"Anourosorex_assamensis" 0.115917783638112 8.62680400379233
"Anourosorex_schmidi" 0.100983666856103 9.90259148962134
"Anourosorex_squamipes" 0.0833801109411144 11.9932678034721
"Anourosorex_yamashinai" 0.115917783638112 8.62680400379233
"Antechinomys_laniger" 0.0604364463826345 16.546307068897
"Antechinus_adustus" 0.164995678211194 6.06076480815457
"Antechinus_agilis" 0.140309124600781 7.12712022717897
"Antechinus_bellus" 0.136908111713643 7.30416910644127
"Antechinus_flavipes" 0.136908111713643 7.30416910644127
"Antechinus_godmani" 0.100193233367485 9.98071393037328
"Antechinus_leo" 0.128182444885236 7.8013802973981
"Antechinus_minimus" 0.0985042770192751 10.1518434555316
"Antechinus_stuartii" 0.109617248064293 9.12265193351215
"Antechinus_subtropicus" 0.164995678211194 6.06076480815457
"Antechinus_swainsonii" 0.0985042770192751 10.1518434555316
"Anthops_ornatus" 0.0245045751315081 40.8087059103586
"Antidorcas_marsupialis" 0.101226132530675 9.87887193751042
"Antilocapra_americana" 0.0366142725077473 27.3117539011162
"Antilope_cervicapra" 0.144535988530711 6.91869208607185
"Antrozous_dubiaquercus" 0.0737795583168071 13.5538897604406
"Antrozous_pallidus" 0.0737795583168071 13.5538897604406
"Aonyx_capensis" 0.210981515809977 4.73975170839451
"Aonyx_cinerea" 0.210981515809977 4.73975170839451
"Aonyx_congicus" 0.172989073818902 5.78071191390317
"Aotus_azarai" 0.112346259949815 8.90105287391583
"Aotus_brumbacki" 0.187250591099578 5.34043708021306
"Aotus_griseimembra" 0.187250591099578 5.34043708021306
"Aotus_jorgehernandezi" 0.160750527059951 6.22081941682876
"Aotus_lemurinus" 0.11300512521517 8.84915616080182
"Aotus_miconax" 0.15916432310022 6.28281502111711
"Aotus_nancymaae" 0.123452620427733 8.1002735829766
"Aotus_nigriceps" 0.160750527059951 6.22081941682876
"Aotus_trivirgatus" 0.11300512521517 8.84915616080182
"Aotus_vociferans" 0.169108055545119 5.91337885576475
"Aotus_zonalis" 0.15916432310022 6.28281502111711
"Aplodontia_rufa" 0.0190162447240231 52.5866181526739
"Apodemus_agrarius" 0.162240190362234 6.16370085468527
"Apodemus_alpicola" 0.296798907482189 3.36928463949959
"Apodemus_argenteus" 0.0968418687076064 10.3261121800457
"Apodemus_chevrieri" 0.162240190362234 6.16370085468527
"Apodemus_draco" 0.1841784441296 5.42951703564361
"Apodemus_epimelas" 0.170205672030479 5.87524486152805
"Apodemus_flavicollis" 0.255413404701317 3.91522129063434
"Apodemus_gurkha" 0.0968418687076064 10.3261121800457
"Apodemus_hermonensis" 0.213864576320781 4.67585617591983
"Apodemus_hyrcanicus" 0.13081060977619 7.64463984772297
"Apodemus_ilex" 0.1841784441296 5.42951703564361
"Apodemus_latronum" 0.139803930011751 7.1528747433348
"Apodemus_mystacinus" 0.173090434248041 5.77732677339632
"Apodemus_pallipes" 0.22823109807396 4.38152385209111
"Apodemus_peninsulae" 0.121831608696318 8.20805052728668
"Apodemus_ponticus" 0.296798907482189 3.36928463949959
"Apodemus_rusiges" 0.170205672030479 5.87524486152805
"Apodemus_semotus" 0.164126534338977 6.09286002429478
"Apodemus_speciosus" 0.10465572164435 9.55513931095218
"Apodemus_sylvaticus" 0.217173794922756 4.60460710904683
"Apodemus_uralensis" 0.236344888653378 4.23110483030836
"Apodemus_wardi" 0.213864576320781 4.67585617591983
"Apodemus_witherbyi" 0.22823109807396 4.38152385209111
"Apomys_abrae" 0.280777700576942 3.56153639674803
"Apomys_camiguinensis" 0.338604008654923 2.95330230723617
"Apomys_datae" 0.31239018017207 3.20112495037194
"Apomys_gracilirostris" 0.29475512043667 3.39264674526615
"Apomys_hylocetes" 0.314734212855115 3.17728406749456
"Apomys_insignis" 0.338604008654923 2.95330230723617
"Apomys_littoralis" 0.31239018017207 3.20112495037194
"Apomys_microdon" 0.29475512043667 3.39264674526615
"Apomys_musculus" 0.280777700576942 3.56153639674803
"Apomys_sacobianus" 0.25617316567754 3.90360948757122
"Aproteles_bulmerae" 0.0508833233708966 19.652804371893
"Arborimus_albipes" 0.225603958888352 4.43254632998211
"Arborimus_longicaudus" 0.252744118831336 3.95657079825992
"Arborimus_pomo" 0.252744118831336 3.95657079825992
"Archboldomys_kalinga" 0.33020768708317 3.02839709406319
"Archboldomys_luzonensis" 0.33020768708317 3.02839709406319
"Archboldomys_musseri" 0.382802728483743 2.6123115787626
"Arctictis_binturong" 0.0624743500586116 16.0065690809401
"Arctocebus_aureus" 0.0489659307458617 20.4223627482975
"Arctocebus_calabarensis" 0.0489659307458617 20.4223627482975
"Arctocephalus_australis" 0.239131572240958 4.1817982904924
"Arctocephalus_forsteri" 0.220860419230399 4.52774654455768
"Arctocephalus_galapagoensis" 0.239131572240958 4.1817982904924
"Arctocephalus_gazella" 0.191114968753951 5.23245252069941
"Arctocephalus_philippii" 0.203032648907845 4.92531622563765
"Arctocephalus_pusillus" 0.130962776413952 7.63575748302072
"Arctocephalus_townsendi" 0.203032648907845 4.92531622563765
"Arctocephalus_tropicalis" 0.191114968753951 5.23245252069941
"Arctodus_simus" 0.0791942343419246 12.6271818688524
"Arctogalidia_trivirgata" 0.047126013310076 21.2197028723877
"Arctonyx_collaris" 0.129121539980697 7.74464121284098
"Ardops_nichollsi" 0.195008142754912 5.12799099500584
"Arielulus_circumdatus" 0.0832837502885455 12.0071442092292
"Arielulus_cuprosus" 0.119742734757654 8.35123735919251
"Arielulus_societatis" 0.119742734757654 8.35123735919251
"Arielulus_torquatus" 0.104298835420809 9.58783476311461
"Ariteus_flavescens" 0.195008142754912 5.12799099500584
"Artibeus_amplus" 0.293388126401553 3.40845422841456
"Artibeus_anderseni" 0.133007889903808 7.51835098446569
"Artibeus_aztecus" 0.152806668255217 6.54421702546258
"Artibeus_cinereus" 0.133007889903808 7.51835098446569
"Artibeus_concolor" 0.138789374080072 7.20516254668795
"Artibeus_fimbriatus" 0.28212409279558 3.54453953255447
"Artibeus_fraterculus" 0.231743366765771 4.31511811516368
"Artibeus_glaucus" 0.123462697140282 8.09961245916868
"Artibeus_gnomus" 0.232393922543075 4.30303851777641
"Artibeus_hartii" 0.130919105614167 7.63830454927723
"Artibeus_hirsutus" 0.231743366765771 4.31511811516368
"Artibeus_incomitatus" 0.273629828405286 3.65457233163503
"Artibeus_inopinatus" 0.28212409279558 3.54453953255447
"Artibeus_jamaicensis" 0.267124982511486 3.74356599146244
"Artibeus_lituratus" 0.296483928453996 3.37286410502742
"Artibeus_obscurus" 0.250115651898554 3.99815042525046
"Artibeus_phaeotis" 0.14862583187138 6.72830548639348
"Artibeus_planirostris" 0.293388126401553 3.40845422841456
"Artibeus_rosenbergii" 0.183284907175776 5.45598661345841
"Artibeus_schwartzi" 0.296483928453996 3.37286410502742
"Artibeus_toltecus" 0.14862583187138 6.72830548639348
"Artibeus_watsoni" 0.183284907175776 5.45598661345841
"Arvicanthis_abyssinicus" 0.165941331949634 6.02622618639408
"Arvicanthis_ansorgei" 0.117415839586713 8.51673848707177
"Arvicanthis_blicki" 0.165941331949634 6.02622618639408
"Arvicanthis_nairobae" 0.108487923711068 9.21761580268847
"Arvicanthis_neumanni" 0.144232173175803 6.93326584479257
"Arvicanthis_niloticus" 0.158675899321642 6.302154292335
"Arvicanthis_rufinus" 0.144232173175803 6.93326584479257
"Arvicanthis_somalicus" 0.158675899321642 6.302154292335
"Arvicola_amphibius" 0.222193550394632 4.50058067942983
"Arvicola_sapidus" 0.17910128983488 5.58343270962446
"Arvicola_scherman" 0.222193550394632 4.50058067942983
"Asellia_patrizii" 0.0853736751494329 11.7132125125182
"Asellia_tridens" 0.103296854326179 9.68083690953757
"Aselliscus_stoliczkanus" 0.0312066677618113 32.0444338252524
"Aselliscus_tricuspidatus" 0.0312066677618113 32.0444338252524
"Atelerix_albiventris" 0.109902656666233 9.09896112008407
"Atelerix_algirus" 0.0727976309747684 13.7367107501973
"Atelerix_frontalis" 0.109902656666233 9.09896112008407
"Atelerix_sclateri" 0.0933841474279052 10.7084556377411
"Ateles_belzebuth" 0.16051303062195 6.23002379386418
"Ateles_chamek" 0.162961705965782 6.13641096890566
"Ateles_fusciceps" 0.148149865642602 6.74992174756614
"Ateles_geoffroyi" 0.16051303062195 6.23002379386418
"Ateles_hybridus" 0.136625520701553 7.31927677102447
"Ateles_marginatus" 0.131599408443153 7.59881835207468
"Ateles_paniscus" 0.162961705965782 6.13641096890566
"Atelocynus_microtis" 0.154247393509385 6.48309172199502
"Atherurus_africanus" 0.046018540468717 21.7303719286749
"Atherurus_macrourus" 0.046018540468717 21.7303719286749
"Atilax_paludinosus" 0.0517197391776859 19.3349776294201
"Atlantoxerus_getulus" 0.0543226593032958 18.4085244136664
"Auliscomys_boliviensis" 0.167164726610173 5.98212326415004
"Auliscomys_micropus" 0.167164726610173 5.98212326415004
"Auliscomys_pictus" 0.112050442124196 8.92455202355741
"Auliscomys_sublimis" 0.167164726610173 5.98212326415004
"Avahi_betsileo" 0.0728703864592945 13.7229956994753
"Avahi_cleesei" 0.0535722066904962 18.6663955393385
"Avahi_laniger" 0.0837506421799898 11.9402069520958
"Avahi_meridionalis" 0.108278238869697 9.23546605891338
"Avahi_occidentalis" 0.101739658561836 9.82900880674975
"Avahi_peyrierasi" 0.108278238869697 9.23546605891338
"Avahi_ramanantsoavanai" 0.0728703864592945 13.7229956994753
"Avahi_unicolor" 0.101739658561836 9.82900880674975
"Axis_axis" 0.150964569047143 6.62407084199818
"Axis_calamianensis" 0.149508080827597 6.68860167600664
"Axis_kuhlii" 0.149508080827597 6.68860167600664
"Axis_porcinus" 0.150964569047143 6.62407084199818
"Babyrousa_babyrussa" 0.0656583140936178 15.230363645557
"Babyrousa_celebensis" 0.0656583140936178 15.230363645557
"Babyrousa_togeanensis" 0.0496399791187354 20.1450527931946
"Baiomys_musculus" 0.0736884827503192 13.5706417431382
"Baiomys_taylori" 0.0736884827503192 13.5706417431382
"Balaena_mysticetus" 0.068360085510203 14.6284193844483
"Balaenoptera_acutorostrata" 0.0761577628487927 13.1306378049136
"Balaenoptera_bonaerensis" 0.0761577628487927 13.1306378049136
"Balaenoptera_borealis" 0.104620371042313 9.55836793577758
"Balaenoptera_brydei" 0.113944718241957 8.77618564009737
"Balaenoptera_edeni" 0.113944718241957 8.77618564009737
"Balaenoptera_musculus" 0.0967638587774505 10.3344369750686
"Balaenoptera_omurai" 0.0821444471165336 12.1736774073281
"Balaenoptera_physalus" 0.0967638587774505 10.3344369750686
"Balantiopteryx_infusca" 0.0568585314948584 17.5875101538707
"Balantiopteryx_io" 0.0568585314948584 17.5875101538707
"Balantiopteryx_plicata" 0.0543105727081704 18.4126211552463
"Balionycteris_maculata" 0.064101476476399 15.6002646891945
"Bandicota_bengalensis" 0.11021897720762 9.07284775575714
"Bandicota_indica" 0.129041113180924 7.74946817606832
"Bandicota_savilei" 0.129041113180924 7.74946817606832
"Barbastella_barbastellus" 0.0572877084959768 17.4557514387266
"Barbastella_leucomelas" 0.0572877084959768 17.4557514387266
"Bassaricyon_alleni" 0.0743974139149618 13.4413274249428
"Bassaricyon_beddardi" 0.118822140735052 8.41593994026574
"Bassaricyon_gabbii" 0.0743974139149618 13.4413274249428
"Bassaricyon_lasius" 0.118822140735052 8.41593994026574
"Bassaricyon_pauli" 0.0959169863689583 10.4256820179208
"Bassariscus_astutus" 0.0765448550043861 13.0642353420449
"Bassariscus_sumichrasti" 0.0765448550043861 13.0642353420449
"Bathyergus_janetta" 0.0990050528509004 10.1004945828975
"Bathyergus_suillus" 0.0990050528509004 10.1004945828975
"Batomys_dentatus" 0.132718227017532 7.53476008889043
"Batomys_granti" 0.132718227017532 7.53476008889043
"Batomys_russatus" 0.128791881453448 7.76446456651422
"Batomys_salomonseni" 0.128791881453448 7.76446456651422
"Bdeogale_crassicauda" 0.145410755351729 6.87707038988373
"Bdeogale_jacksoni" 0.151382790468812 6.60577068835323
"Bdeogale_nigripes" 0.151382790468812 6.60577068835323
"Bdeogale_omnivora" 0.145410755351729 6.87707038988373
"Beamys_hindei" 0.0702758318112957 14.2296430255738
"Beatragus_hunteri" 0.0871712822825683 11.4716678912497
"Belomys_pearsonii" 0.104397975769139 9.57872978506169
"Berardius_arnuxii" 0.0654696472163715 15.2742536811767
"Berardius_bairdii" 0.0654696472163715 15.2742536811767
"Berylmys_berdmorei" 0.135559512825195 7.3768338286189
"Berylmys_bowersi" 0.116564548609589 8.57893769527913
"Berylmys_mackenziei" 0.135559512825195 7.3768338286189
"Berylmys_manipulus" 0.0804393889190981 12.4317204971031
"Bettongia_gaimardi" 0.120016190864313 8.33220911943932
"Bettongia_lesueur" 0.0882226138874639 11.3349622725483
"Bettongia_penicillata" 0.104818267193382 9.54032180435761
"Bettongia_tropica" 0.120016190864313 8.33220911943932
"Bibimys_chacoensis" 0.204502430605886 4.88991743050324
"Bibimys_labiosus" 0.204502430605886 4.88991743050324
"Bibimys_torresi" 0.138311878473408 7.23003700793683
"Bison_bison" 0.286021686055554 3.49623839293699
"Bison_bonasus" 0.262918484801057 3.80346022744149
"Blanfordimys_afghanus" 0.123706722593985 8.08363506065939
"Blanfordimys_bucharensis" 0.123706722593985 8.08363506065939
"Blarina_brevicauda" 0.0904388553017944 11.0571943515097
"Blarina_carolinensis" 0.0904388553017944 11.0571943515097
"Blarina_hylophaga" 0.0848407341448054 11.7867909805355
"Blarinella_griselda" 0.139887379212796 7.14860772735477
"Blarinella_quadraticauda" 0.169728241832344 5.89177139410771
"Blarinella_wardi" 0.139887379212796 7.14860772735477
"Blarinomys_breviceps" 0.120294750612417 8.31291469419098
"Blastocerus_dichotomus" 0.182208726711113 5.48821133899624
"Bolomys_amoenus" 0.155305498583421 6.43892205441045
"Bolomys_lasiurus" 0.179285590542568 5.57769309275622
"Bolomys_temchuki" 0.179285590542568 5.57769309275622
"Bolomys_urichi" 0.190947152737095 5.2370511194626
"Boselaphus_tragocamelus" 0.0808243932291852 12.3725024098159
"Bos_frontalis" 0.174674333726639 5.72493954128932
"Bos_gaurus" 0.286021686055554 3.49623839293699
"Bos_grunniens" 0.166086548042164 6.02095721651178
"Bos_indicus" 0.294219786681148 3.39881967586265
"Bos_javanicus" 0.213023111252342 4.69432632976346
"Bos_mutus" 0.248540613641818 4.02348728985252
"Bos_primigenius" 0.317233038765143 3.15225678855073
"Bos_sauveli" 0.213023111252342 4.69432632976346
"Bos_taurus" 0.317233038765143 3.15225678855073
"Brachiones_przewalskii" 0.042076728765652 23.7661060955936
"Brachylagus_idahoensis" 0.0553126443498512 18.0790488640359
"Brachyphylla_cavernarum" 0.0878070067999671 11.3886127820995
"Brachyphylla_nana" 0.0878070067999671 11.3886127820995
"Brachytarsomys_albicauda" 0.0742212605157591 13.4732284664941
"Brachytarsomys_villosa" 0.0742212605157591 13.4732284664941
"Brachyteles_arachnoides" 0.126166627512214 7.92602623782734
"Brachyteles_hypoxanthus" 0.126166627512214 7.92602623782734
"Brachyuromys_betsileoensis" 0.0717285464819874 13.9414507758236
"Brachyuromys_ramirohitra" 0.0717285464819874 13.9414507758236
"Bradypus_pygmaeus" 0.0323640572433396 30.8984745787952
"Bradypus_torquatus" 0.0497164964852277 20.1140480664628
"Bradypus_tridactylus" 0.0562409935972689 17.7806247016333
"Bradypus_variegatus" 0.0562409935972689 17.7806247016333
"Bubalus_bubalis" 0.218445401331478 4.57780293796416
"Bubalus_carabanensis" 0.218445401331478 4.57780293796416
"Bubalus_depressicornis" 0.185693085578895 5.38523013327348
"Bubalus_mindorensis" 0.202533104292673 4.93746443818358
"Bubalus_quarlesi" 0.157650862580913 6.34313053305849
"Budorcas_taxicolor" 0.0977222132983022 10.2330879157173
"Bullimus_bagobus" 0.162599008082151 6.15009901840708
"Bullimus_gamay" 0.104867236243889 9.53586683331965
"Bullimus_luzonicus" 0.162599008082151 6.15009901840708
"Bunolagus_monticularis" 0.130041470971933 7.68985457120699
"Bunomys_andrewsi" 0.117670775606755 8.49828680777889
"Bunomys_chrysocomus" 0.117670775606755 8.49828680777889
"Bunomys_coelestis" 0.161233259178287 6.20219429351256
"Bunomys_fratrorum" 0.161233259178287 6.20219429351256
"Bunomys_penitus" 0.112045748076223 8.92492590901097
"Bunomys_prolatus" 0.112045748076223 8.92492590901097
"Burramys_parvus" 0.0279876534958222 35.7300407534799
"Cabassous_centralis" 0.0655858007461834 15.2472027271573
"Cabassous_chacoensis" 0.0745291297012814 13.4175724848536
"Cabassous_tatouay" 0.0745291297012814 13.4175724848536
"Cabassous_unicinctus" 0.0655858007461834 15.2472027271573
"Cacajao_ayresi" 0.222611917434265 4.49212248618851
"Cacajao_calvus" 0.222611917434265 4.49212248618851
"Cacajao_hosomi" 0.152189162607153 6.57077010523613
"Cacajao_melanocephalus" 0.222611917434265 4.49212248618851
