ATP7,FJ648398,"Ali,F.|Pons,J.|Shekelle,M.|Goodman,M.|Meier,R."
ATP7,FJ648399,"Ali,F.|Pons,J.|Shekelle,M.|Goodman,M.|Meier,R."
ATP7,FJ648401,"Ali,F.|Pons,J.|Shekelle,M.|Goodman,M.|Meier,R."
BDNF,FJ648364,"Ali,F.|Pons,J.|Shekelle,M.|Goodman,M.|Meier,R."
BDNF,FJ648365,"Ali,F.|Pons,J.|Shekelle,M.|Goodman,M.|Meier,R."
BDNF,FJ648366,"Ali,F.|Pons,J.|Shekelle,M.|Goodman,M.|Meier,R."
BDNF,FJ648367,"Ali,F.|Pons,J.|Shekelle,M.|Goodman,M.|Meier,R."
BDNF,FJ648368,"Ali,F.|Pons,J.|Shekelle,M.|Goodman,M.|Meier,R."
BMI1,FJ648371,"Ali,F.|Pons,J.|Shekelle,M.|Goodman,M.|Meier,R."
BMI1,FJ648374,"Ali,F.|Pons,J.|Shekelle,M.|Goodman,M.|Meier,R."
CNR1,FJ648387,"Ali,F.|Pons,J.|Shekelle,M.|Goodman,M.|Meier,R."
PLCB4,FJ648377,"Ali,F.|Pons,J.|Shekelle,M.|Goodman,M.|Meier,R."
PLCB4,FJ648379,"Ali,F.|Pons,J.|Shekelle,M.|Goodman,M.|Meier,R."
PNOC,FJ648380,"Ali,F.|Pons,J.|Shekelle,M.|Goodman,M.|Meier,R."
PNOC,FJ648382,"Ali,F.|Pons,J.|Shekelle,M.|Goodman,M.|Meier,R."
PNOC,FJ648383,"Ali,F.|Pons,J.|Shekelle,M.|Goodman,M.|Meier,R."
PNOC,FJ648384,"Ali,F.|Pons,J.|Shekelle,M.|Goodman,M.|Meier,R."
BMI1,L13689,"Alkema,M.J.|Wiegant,J.|Raap,A.K.|Berns,A.|van Lohuizen,M."
CYTB,DQ447275,"Almeida,F.C.|Bonvicino,C.R.|Cordeiro-Estrela,P."
CYTB,DQ447277,"Almeida,F.C.|Bonvicino,C.R.|Cordeiro-Estrela,P."
BRCA1,JN398219,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398220,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398221,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398222,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398223,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398224,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398225,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398226,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398229,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398230,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398231,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398232,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398233,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398234,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398235,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398236,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398237,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398238,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398239,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398240,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398241,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398243,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398244,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398245,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398246,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398247,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398248,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398249,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398250,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398251,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398252,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398253,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398254,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398255,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398256,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398257,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398258,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398259,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398260,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398261,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398262,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398264,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398265,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398266,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
BRCA1,JN398267,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
CYTB,GQ410213,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
CYTB,GQ410214,"Almeida,F.C.|Giannini,N.P.|DeSalle,R.|Simmons,N.B."
