tiplabel,gen,fam,famLabel,famNumLabel,famNumAll,ord,ordNums,ordNumsSelect,cladeOrdNums,ordLabel1,ordLabel2,clade,cladeTarget,cladeCommonAll,cladeCommonSubs,cladeCommonSubs2,cladeCommonSubs2Nums,cladeCombo,higher,genes,samp,PC,harmMeans,medians,means,Count.of.NA,range,variance,stdev,cv,sterror,low95,high95,SciName,Source_upham,ID_upham,extinct?,newSinceMSW3?,IFnew_Category,IFnew_GeoRegion,IFnew_Citation
Abditomys_latidens_MURIDAE_RODENTIA,Abditomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC11_Muridae,0.140754693,0.158815692,0.173489142,0,0.509896572,0.006202958,0.07875886,0.453969968,0.000787589,0.059979965,0.366898793,Abditomys_latidens,IUCN,42641,0,0,NA,NA,NA
Abeomelomys_sevia_MURIDAE_RODENTIA,Abeomelomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,5,sampled,PC11_Muridae,0.115885269,0.114007516,0.134393027,0,0.432741983,0.003483317,0.059019636,0.439156978,0.000590196,0.075420356,0.280293385,Abeomelomys_sevia,IUCN,17879,0,0,NA,NA,NA
Abrawayaomys_chebezi_CRICETIDAE_RODENTIA,Abrawayaomys,CRICETIDAE,CRICETIDAE,"""""",157,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC12_Cricetidae,0.160840273,0.193321294,0.201241928,0,0.566183031,0.007414304,0.086106353,0.427874818,0.000861064,0.064463004,0.389226793,Abrawayaomys_chebezi,newSp,100000001,0,1,deNovo,Argentina,"Pardiñas,__U.F.J.,__Teta,__P.__&__D’Elía,__G.__2009.__Taxonomy__and__distribution__of__Abrawayaomys__(Rodentia:__Cricetidae),__an__Atlantic__Forest__endemic__with__the__description__of__a__new__species.__Zootaxa__2128:39-60."
Abrawayaomys_ruschii_CRICETIDAE_RODENTIA,Abrawayaomys,CRICETIDAE,CRICETIDAE,"""""",157,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC12_Cricetidae,0.160840273,0.193321294,0.201241928,0,0.566183031,0.007414304,0.086106353,0.427874818,0.000861064,0.064463004,0.389226793,Abrawayaomys_ruschii,IUCN,16,0,0,NA,NA,NA
Abrocoma_bennettii_ABROCOMIDAE_RODENTIA,Abrocoma,ABROCOMIDAE,ABROCOMIDAE,"""""",139,RODENTIA,27,RODENTIA,38,RODENTIA,NA,Guinea_pig-related,Octodontoidea,Guinea_pig-related,Guinea_pig-related,Guinea_pig-related,17,Guinea_pig-related,Euarchontoglires,23,sampled,PC14_GuineaPigRelated,0.141484269,0.147171811,0.153075673,0,0.275657937,0.001930281,0.043934966,0.287014685,0.00043935,0.092110173,0.248307323,Abrocoma_bennettii,IUCN,42656,0,0,NA,NA,NA
Abrocoma_boliviensis_ABROCOMIDAE_RODENTIA,Abrocoma,ABROCOMIDAE,ABROCOMIDAE,"""""",139,RODENTIA,27,RODENTIA,38,RODENTIA,NA,Guinea_pig-related,Octodontoidea,Guinea_pig-related,Guinea_pig-related,Guinea_pig-related,17,Guinea_pig-related,Euarchontoglires,1,sampled,PC14_GuineaPigRelated,0.119619488,0.129856343,0.133412475,0,0.273825137,0.001917469,0.043788912,0.328222017,0.000437889,0.069179583,0.227122016,Abrocoma_boliviensis,IUCN,18,0,0,NA,NA,NA
Abrocoma_budini_ABROCOMIDAE_RODENTIA,Abrocoma,ABROCOMIDAE,ABROCOMIDAE,"""""",139,RODENTIA,27,RODENTIA,38,RODENTIA,NA,Guinea_pig-related,Octodontoidea,Guinea_pig-related,Guinea_pig-related,Guinea_pig-related,17,Guinea_pig-related,Euarchontoglires,0,imputed,PC14_GuineaPigRelated,0.158307342,0.174567886,0.175267947,0,0.328503203,0.002450002,0.049497493,0.282410413,0.000494975,0.077707615,0.273866619,Abrocoma_budini,IUCN,136334,0,0,NA,NA,NA
Abrocoma_cinerea_ABROCOMIDAE_RODENTIA,Abrocoma,ABROCOMIDAE,ABROCOMIDAE,"""""",139,RODENTIA,27,RODENTIA,38,RODENTIA,NA,Guinea_pig-related,Octodontoidea,Guinea_pig-related,Guinea_pig-related,Guinea_pig-related,17,Guinea_pig-related,Euarchontoglires,5,sampled,PC14_GuineaPigRelated,0.152080646,0.158470929,0.162699302,0,0.288502885,0.001845025,0.042953749,0.264006966,0.000429537,0.100232808,0.254716845,Abrocoma_cinerea,IUCN,42657,0,0,NA,NA,NA
Abrocoma_famatina_ABROCOMIDAE_RODENTIA,Abrocoma,ABROCOMIDAE,ABROCOMIDAE,"""""",139,RODENTIA,27,RODENTIA,38,RODENTIA,NA,Guinea_pig-related,Octodontoidea,Guinea_pig-related,Guinea_pig-related,Guinea_pig-related,17,Guinea_pig-related,Euarchontoglires,0,imputed,PC14_GuineaPigRelated,0.155387332,0.172075134,0.17284793,0,0.333990268,0.002444773,0.04944465,0.286058679,0.000494447,0.074349839,0.272377958,Abrocoma_famatina,IUCN,136367,0,0,NA,NA,NA
Abrocoma_shistacea_ABROCOMIDAE_RODENTIA,Abrocoma,ABROCOMIDAE,ABROCOMIDAE,"""""",139,RODENTIA,27,RODENTIA,38,RODENTIA,NA,Guinea_pig-related,Octodontoidea,Guinea_pig-related,Guinea_pig-related,Guinea_pig-related,17,Guinea_pig-related,Euarchontoglires,0,imputed,PC14_GuineaPigRelated,0.161016942,0.174831285,0.17622046,0,0.324347571,0.002261958,0.047560049,0.269889482,0.0004756,0.083551346,0.27072991,Abrocoma_shistacea,IUCN,136525,0,0,NA,NA,NA
Abrocoma_uspallata_ABROCOMIDAE_RODENTIA,Abrocoma,ABROCOMIDAE,ABROCOMIDAE,"""""",139,RODENTIA,27,RODENTIA,38,RODENTIA,NA,Guinea_pig-related,Octodontoidea,Guinea_pig-related,Guinea_pig-related,Guinea_pig-related,17,Guinea_pig-related,Euarchontoglires,0,imputed,PC14_GuineaPigRelated,0.160361747,0.175294674,0.175849659,0,0.329730252,0.002292973,0.047885002,0.272306481,0.00047885,0.082258962,0.271056949,Abrocoma_uspallata,IUCN,136302,0,0,NA,NA,NA
Abrocoma_vaccarum_ABROCOMIDAE_RODENTIA,Abrocoma,ABROCOMIDAE,ABROCOMIDAE,"""""",139,RODENTIA,27,RODENTIA,38,RODENTIA,NA,Guinea_pig-related,Octodontoidea,Guinea_pig-related,Guinea_pig-related,Guinea_pig-related,17,Guinea_pig-related,Euarchontoglires,0,imputed,PC14_GuineaPigRelated,0.158783797,0.172760533,0.173990868,0,0.328552947,0.002281043,0.047760267,0.274498699,0.000477603,0.081618731,0.270681564,Abrocoma_vaccarum,IUCN,136546,0,0,NA,NA,NA
Abrothrix_andinus_CRICETIDAE_RODENTIA,Abrothrix,CRICETIDAE,CRICETIDAE,"""""",157,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,6,sampled,PC12_Cricetidae,0.240689975,0.237914331,0.245984567,0,0.255684045,0.001490288,0.038604255,0.15693771,0.000386043,0.191670273,0.348527844,Abrothrix_andinus,IUCN,4803,0,0,NA,NA,NA
Abrothrix_hershkovitzi_CRICETIDAE_RODENTIA,Abrothrix,CRICETIDAE,CRICETIDAE,"""""",157,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,1,sampled,PC12_Cricetidae,0.295139869,0.295877266,0.299092621,0,0.2661872,0.001250134,0.035357229,0.118214984,0.000353572,0.241625094,0.382166613,Abrothrix_hershkovitzi,IUCN,734,0,0,NA,NA,NA
Abrothrix_illuteus_CRICETIDAE_RODENTIA,Abrothrix,CRICETIDAE,CRICETIDAE,"""""",157,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,2,sampled,PC12_Cricetidae,0.189264285,0.187030647,0.193400758,0,0.236012474,0.000943669,0.030719191,0.158836974,0.000307192,0.151960264,0.282238521,Abrothrix_illuteus,IUCN,735,0,0,NA,NA,NA
Abrothrix_jelskii_CRICETIDAE_RODENTIA,Abrothrix,CRICETIDAE,CRICETIDAE,"""""",157,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,6,sampled,PC12_Cricetidae,0.188337107,0.185862142,0.192657921,0,0.23954556,0.001002589,0.031663682,0.164351829,0.000316637,0.151116984,0.283123046,Abrothrix_jelskii,IUCN,4804,0,0,NA,NA,NA
Abrothrix_lanosus_CRICETIDAE_RODENTIA,Abrothrix,CRICETIDAE,CRICETIDAE,"""""",157,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,2,sampled,PC12_Cricetidae,0.23329711,0.233479258,0.236612934,0,0.23782554,0.000845836,0.029083259,0.122914918,0.000290833,0.188943915,0.310594342,Abrothrix_lanosus,IUCN,740,0,0,NA,NA,NA
Abrothrix_longipilis_CRICETIDAE_RODENTIA,Abrothrix,CRICETIDAE,CRICETIDAE,"""""",157,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,5,sampled,PC12_Cricetidae,0.176821898,0.175179304,0.180932587,0,0.241531204,0.000889875,0.02983077,0.164872292,0.000298308,0.14129435,0.266423367,Abrothrix_longipilis,IUCN,743,0,0,NA,NA,NA
Abrothrix_manni_CRICETIDAE_RODENTIA,Abrothrix,CRICETIDAE,CRICETIDAE,"""""",157,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC12_Cricetidae,0.2549461,0.269945388,0.272579867,0,0.379994048,0.004463858,0.066812109,0.245110213,0.000668121,0.149121488,0.410541,Abrothrix_manni,newSp,100000002,0,1,deNovo,Chile__and__Argentina,"D'Elía,__Guillermo;__Pablo__Teta,__Nathan__S.__Upham,__Ulyses__F.__J.__Pardiñas__and__Bruce__D.__Patterson__(2015).__Description__of__a__new__soft-haired__mouse,__genus__Abrothrix__(Sigmodontinae),__from__the__temperate__Valdivian__rainforest.__Journal__of__Mammalogy__96__(4):__839–853.__doi:10.1093/jmammal/gyv103."
Abrothrix_markhami_CRICETIDAE_RODENTIA,Abrothrix,CRICETIDAE,CRICETIDAE,"""""",157,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,1,sampled,PC12_Cricetidae,0.329619134,0.329661432,0.332813836,0,0.214660097,0.001092028,0.033045846,0.099292284,0.000330458,0.275692215,0.405197295,Abrothrix_markhami,IUCN,745,0,0,NA,NA,NA
Abrothrix_olivaceus_CRICETIDAE_RODENTIA,Abrothrix,CRICETIDAE,CRICETIDAE,"""""",157,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,5,sampled,PC12_Cricetidae,0.329853243,0.329626705,0.333168495,0,0.234222123,0.001145305,0.033842359,0.101577308,0.000338424,0.275692215,0.409398014,Abrothrix_olivaceus,IUCN,751,0,0,NA,NA,NA
Abrothrix_sanborni_CRICETIDAE_RODENTIA,Abrothrix,CRICETIDAE,CRICETIDAE,"""""",157,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,2,sampled,PC12_Cricetidae,0.234074492,0.233690415,0.237707881,0,0.223567855,0.000940709,0.030670979,0.129028026,0.00030671,0.188951648,0.316673227,Abrothrix_sanborni,IUCN,754,0,0,NA,NA,NA
Acerodon_celebensis_PTEROPODIDAE_CHIROPTERA,Acerodon,PTEROPODIDAE,PTEROPODIDAE,"""""",89,CHIROPTERA,22,CHIROPTERA,32,CHIROPTERA,NA,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,11,Yinpterochiroptera,Laurasiatheria,5,sampled,PC19_Yinpterochiroptera,0.196046871,0.207531515,0.211898427,0,0.368735826,0.003410384,0.058398492,0.275596628,0.000583985,0.118770814,0.335527166,Acerodon_celebensis,IUCN,137,0,0,NA,NA,NA
Acerodon_humilis_PTEROPODIDAE_CHIROPTERA,Acerodon,PTEROPODIDAE,PTEROPODIDAE,"""""",89,CHIROPTERA,22,CHIROPTERA,32,CHIROPTERA,NA,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,11,Yinpterochiroptera,Laurasiatheria,0,imputed,PC19_Yinpterochiroptera,0.215995173,0.233600821,0.233856386,0,0.393049679,0.003761685,0.061332575,0.262265982,0.000613326,0.116920387,0.357025119,Acerodon_humilis,IUCN,138,0,0,NA,NA,NA
Acerodon_jubatus_PTEROPODIDAE_CHIROPTERA,Acerodon,PTEROPODIDAE,PTEROPODIDAE,"""""",89,CHIROPTERA,22,CHIROPTERA,32,CHIROPTERA,NA,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,11,Yinpterochiroptera,Laurasiatheria,1,sampled,PC19_Yinpterochiroptera,0.197699958,0.209439527,0.214626349,0,0.382754634,0.003699166,0.060820771,0.283379799,0.000608208,0.118311569,0.34315497,Acerodon_jubatus,IUCN,139,0,0,NA,NA,NA
Acerodon_leucotis_PTEROPODIDAE_CHIROPTERA,Acerodon,PTEROPODIDAE,PTEROPODIDAE,"""""",89,CHIROPTERA,22,CHIROPTERA,32,CHIROPTERA,NA,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,11,Yinpterochiroptera,Laurasiatheria,0,imputed,PC19_Yinpterochiroptera,0.216493307,0.23259924,0.233839642,0,0.379630131,0.003710529,0.060914111,0.260495228,0.000609141,0.119785666,0.358214823,Acerodon_leucotis,IUCN,140,0,0,NA,NA,NA
Acerodon_mackloti_PTEROPODIDAE_CHIROPTERA,Acerodon,PTEROPODIDAE,PTEROPODIDAE,"""""",89,CHIROPTERA,22,CHIROPTERA,32,CHIROPTERA,NA,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,11,Yinpterochiroptera,Laurasiatheria,0,imputed,PC19_Yinpterochiroptera,0.218846656,0.234916474,0.235926789,0,0.365796468,0.00364497,0.060373584,0.255899656,0.000603736,0.120254526,0.357348733,Acerodon_mackloti,IUCN,142,0,0,NA,NA,NA
Acinonyx_jubatus_FELIDAE_CARNIVORA,Acinonyx,FELIDAE,FELIDAE,"""""",46,CARNIVORA,19,CARNIVORA,26,CARNIVORA,NA,Feliformes,Feliformes,Cat-related,Cat-related,Cat-related,5,Feliformes,Laurasiatheria,7,sampled,PC22_Carnivora,0.223413922,0.219918323,0.2306031,0,0.367080993,0.002071665,0.045515546,0.197376122,0.000455155,0.172454166,0.35558936,Acinonyx_jubatus,IUCN,219,0,0,NA,NA,NA
Acomys_airensis_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC11_Muridae,0.14722653,0.154620807,0.166657093,0,0.367346724,0.003450159,0.058738057,0.352448589,0.000587381,0.07693792,0.31046212,Acomys_airensis,IUCN,44936,0,0,NA,NA,NA
Acomys_cahirinus_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,9,sampled,PC11_Muridae,0.253864231,0.253862553,0.257199388,0,0.191128389,0.000890675,0.029844177,0.116035178,0.000298442,0.207790539,0.323640275,Acomys_cahirinus,IUCN,263,0,0,NA,NA,NA
Acomys_cilicicus_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,1,sampled,PC11_Muridae,0.271615225,0.272574137,0.274645773,0,0.20311967,0.000853596,0.029216374,0.106378384,0.000292164,0.223566227,0.338048105,Acomys_cilicicus,IUCN,264,0,0,NA,NA,NA
Acomys_cineraceus_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC11_Muridae,0.151511438,0.160960584,0.172203205,0,0.362491817,0.003641369,0.06034376,0.350421818,0.000603438,0.079285983,0.311698882,Acomys_cineraceus,IUCN,265,0,0,NA,NA,NA
Acomys_dimidiatus_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,1,sampled,PC11_Muridae,0.253845381,0.253893222,0.257174394,0,0.201450094,0.000889267,0.029820585,0.11595472,0.000298206,0.207790539,0.323673693,Acomys_dimidiatus,IUCN,136471,0,0,NA,NA,NA
Acomys_ignitus_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,6,sampled,PC11_Muridae,0.136093932,0.131025955,0.143720643,0,0.247935692,0.001344136,0.036662466,0.255095335,0.000366625,0.100838127,0.236022088,Acomys_ignitus,IUCN,266,0,0,NA,NA,NA
Acomys_johannis_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,1,sampled,PC11_Muridae,0.172869173,0.169041177,0.179025914,0,0.234444355,0.001289254,0.035906183,0.200564162,0.000359062,0.132578389,0.268522071,Acomys_johannis,IUCN,44938,0,0,NA,NA,NA
Acomys_kempi_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC11_Muridae,0.147566022,0.156591889,0.169307877,0,0.347149194,0.003885853,0.06233661,0.368184934,0.000623366,0.073459666,0.318770605,Acomys_kempi,IUCN,267,0,0,NA,NA,NA
Acomys_louisae_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC11_Muridae,0.151490231,0.160714555,0.171657568,0,0.346317687,0.003623026,0.060191582,0.350649156,0.000601916,0.078821395,0.317095776,Acomys_louisae,IUCN,268,0,0,NA,NA,NA
Acomys_minous_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,1,sampled,PC11_Muridae,0.285012444,0.286177331,0.287892737,0,0.193892321,0.00084661,0.029096556,0.101067348,0.000290966,0.236775112,0.350805997,Acomys_minous,IUCN,269,0,0,NA,NA,NA
Acomys_mullah_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC11_Muridae,0.151861895,0.161672977,0.173988508,0,0.360177692,0.003973206,0.063033375,0.362284706,0.000630334,0.076439734,0.319186789,Acomys_mullah,IUCN,270,0,0,NA,NA,NA
Acomys_muzei_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,1,sampled,PC11_Muridae,0.110480245,0.109936621,0.116342696,0,0.22819814,0.000777639,0.027886186,0.239690045,0.000278862,0.07821703,0.18250764,Acomys_muzei,newSp,100000003,0,1,deNovo,Tanzania,"Verheyen,__W.,__Hulselmans,__J.,__Wendelen,__W.,__Leirs,__H.,__Corti,__M.,__Backeljau,__T.__&__Verheyen,__E.__2011.__Contribution__to__the__systematics__and__zoogeography__of__the__East-African__Acomys__spinosissimus__Peters__1852__species__complex__and__the__description__of__two__new__species__(Rodentia:__Muridae).__Zootaxa__3059:1-35"
Acomys_nesiotes_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,1,sampled,PC11_Muridae,0.285014174,0.286247944,0.287891142,0,0.193892321,0.000845314,0.029074282,0.100990541,0.000290743,0.236775112,0.350550107,Acomys_nesiotes,IUCN,271,0,0,NA,NA,NA
Acomys_ngurui_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,1,sampled,PC11_Muridae,0.094340682,0.091241082,0.102360826,0,0.205725915,0.001002852,0.031667844,0.309374645,0.000316678,0.06480879,0.179927399,Acomys_ngurui,newSp,100000004,0,1,deNovo,Tanzania,"Verheyen,__W.,__Hulselmans,__J.,__Wendelen,__W.,__Leirs,__H.,__Corti,__M.,__Backeljau,__T.__&__Verheyen,__E.__2011.__Contribution__to__the__systematics__and__zoogeography__of__the__East-African__Acomys__spinosissimus__Peters__1852__species__complex__and__the__description__of__two__new__species__(Rodentia:__Muridae).__Zootaxa__3059:1-35"
Acomys_percivali_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,2,sampled,PC11_Muridae,0.113747574,0.108298723,0.121019014,0,0.234193305,0.001097239,0.033124598,0.273714,0.000331246,0.083258764,0.203454316,Acomys_percivali,IUCN,272,0,0,NA,NA,NA
Acomys_russatus_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,7,sampled,PC11_Muridae,0.089241517,0.082366225,0.098001884,0,0.194179338,0.001071826,0.032738759,0.334062548,0.000327388,0.062895872,0.17761077,Acomys_russatus,IUCN,273,0,0,NA,NA,NA
Acomys_seurati_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC11_Muridae,0.149084898,0.157405562,0.168309612,0,0.351919517,0.003417628,0.058460483,0.347338947,0.000584605,0.079163207,0.309206163,Acomys_seurati,IUCN,44939,0,0,NA,NA,NA
Acomys_spinosissimus_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,2,sampled,PC11_Muridae,0.111781793,0.111051502,0.118384213,0,0.212796013,0.00089126,0.029853982,0.252178743,0.00029854,0.078227246,0.18905904,Acomys_spinosissimus,IUCN,274,0,0,NA,NA,NA
Acomys_subspinosus_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC11_Muridae,0.14801594,0.157267098,0.167462297,0,0.364212074,0.003312212,0.057551824,0.343670337,0.000575518,0.07702793,0.300484135,Acomys_subspinosus,IUCN,275,0,0,NA,NA,NA
Acomys_wilsoni_MURIDAE_RODENTIA,Acomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,2,sampled,PC11_Muridae,0.117705054,0.114151646,0.12611341,0,0.209564433,0.00124403,0.035270806,0.279675299,0.000352708,0.083585132,0.210677905,Acomys_wilsoni,IUCN,276,0,0,NA,NA,NA
Aconaemys_fuscus_OCTODONTIDAE_RODENTIA,Aconaemys,OCTODONTIDAE,OCTODONTIDAE,"""""",140,RODENTIA,27,RODENTIA,38,RODENTIA,NA,Guinea_pig-related,Octodontoidea,Guinea_pig-related,Guinea_pig-related,Guinea_pig-related,17,Guinea_pig-related,Euarchontoglires,2,sampled,PC14_GuineaPigRelated,0.276977066,0.27837164,0.280556367,0,0.226659184,0.001020411,0.031943867,0.113858999,0.000319439,0.224940169,0.347202028,Aconaemys_fuscus,IUCN,278,0,0,NA,NA,NA
Aconaemys_porteri_OCTODONTIDAE_RODENTIA,Aconaemys,OCTODONTIDAE,OCTODONTIDAE,"""""",140,RODENTIA,27,RODENTIA,38,RODENTIA,NA,Guinea_pig-related,Octodontoidea,Guinea_pig-related,Guinea_pig-related,Guinea_pig-related,17,Guinea_pig-related,Euarchontoglires,1,sampled,PC14_GuineaPigRelated,0.234662939,0.23739447,0.238765731,0,0.237403615,0.001001313,0.031643527,0.1325296,0.000316435,0.184785047,0.30593803,Aconaemys_porteri,IUCN,136331,0,0,NA,NA,NA
Aconaemys_sagei_OCTODONTIDAE_RODENTIA,Aconaemys,OCTODONTIDAE,OCTODONTIDAE,"""""",140,RODENTIA,27,RODENTIA,38,RODENTIA,NA,Guinea_pig-related,Octodontoidea,Guinea_pig-related,Guinea_pig-related,Guinea_pig-related,17,Guinea_pig-related,Euarchontoglires,2,sampled,PC14_GuineaPigRelated,0.276977066,0.27837164,0.280556367,0,0.226659184,0.001020411,0.031943867,0.113858999,0.000319439,0.224940169,0.347202028,Aconaemys_sagei,IUCN,279,0,0,NA,NA,NA
