Order,Family,Genus,Species,Binomial name,Extinct or extant,Island endemicity: Strict definition,IslandEndemic_strict,Island endemicity: Classical definition,IslandEndemic_classic,,,,,,,,,,,
DIPROTODONTIA,MACROPODIDAE,Thylogale,brunii,Thylogale_brunii,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
DIPROTODONTIA,MACROPODIDAE,Thylogale,calabyi,Thylogale_calabyi,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
DIPROTODONTIA,MACROPODIDAE,Thylogale,christenseni,Thylogale_christenseni,Extinct,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
DIPROTODONTIA,MACROPODIDAE,Thylogale,lanatus,Thylogale_lanatus,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
PHOLIDOTA,MANIDAE,Manis,culionensis,Manis_culionensis,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
PHOLIDOTA,MANIDAE,Manis,paleojavanica,Manis_paleojavanica,Extinct,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
PRIMATES,MEGALADAPIDAE,Megaladapis,edwardsi,Megaladapis_edwardsi,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
PRIMATES,MEGALADAPIDAE,Megaladapis,grandidieri,Megaladapis_grandidieri,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
PRIMATES,MEGALADAPIDAE,Megaladapis,madagascariensis,Megaladapis_madagascariensis,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
PILOSA,MEGALONYCHIDAE,Acratocnus,odontrigonus,Acratocnus_odontrigonus,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
PILOSA,MEGALONYCHIDAE,Acratocnus,ye,Acratocnus_ye,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
PILOSA,MEGALONYCHIDAE,Megalocnus,rodens,Megalocnus_rodens,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
PILOSA,MEGALONYCHIDAE,Megalocnus,zile,Megalocnus_zile,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
PILOSA,MEGALONYCHIDAE,Neocnus,comes,Neocnus_comes,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
PILOSA,MEGALONYCHIDAE,Neocnus,dousman,Neocnus_dousman,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
PILOSA,MEGALONYCHIDAE,Neocnus,toupiti,Neocnus_toupiti,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
PILOSA,MEGALONYCHIDAE,Parocnus,browni,Parocnus_browni,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
PILOSA,MEGALONYCHIDAE,Parocnus,serus,Parocnus_serus,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
CARNIVORA,MEPHITIDAE,Mydaus,javanensis,Mydaus_javanensis,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
CARNIVORA,MEPHITIDAE,Mydaus,marchei,Mydaus_marchei,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MOLOSSIDAE,Cheiromeles,parvidens,Cheiromeles_parvidens,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MOLOSSIDAE,Mormopterus,doriae,Mormopterus_doriae,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MOLOSSIDAE,Mormopterus,jugularis,Mormopterus_jugularis,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MOLOSSIDAE,Mormopterus,minutus,Mormopterus_minutus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MOLOSSIDAE,Otomops,formosus,Otomops_formosus,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MOLOSSIDAE,Otomops,johnstonei,Otomops_johnstonei,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MOLOSSIDAE,Otomops,madagascariensis,Otomops_madagascariensis,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MOLOSSIDAE,Otomops,papuensis,Otomops_papuensis,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MOLOSSIDAE,Otomops,secundus,Otomops_secundus,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MOLOSSIDAE,Tadarida,bregullae,Tadarida_bregullae,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MOLOSSIDAE,Tadarida,jobimena,Tadarida_jobimena,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MOLOSSIDAE,Tadarida,kuboriensis,Tadarida_kuboriensis,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MOLOSSIDAE,Tadarida,leucostigma,Tadarida_leucostigma,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MOLOSSIDAE,Tadarida,sarasinorum,Tadarida_sarasinorum,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MOLOSSIDAE,Tadarida,solomonis,Tadarida_solomonis,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MOLOSSIDAE,Tadarida,tomensis,Tadarida_tomensis,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MORMOOPIDAE,Mormoops,blainvillei,Mormoops_blainvillei,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MORMOOPIDAE,Mormoops,magna,Mormoops_magna,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MORMOOPIDAE,Pteronotus,macleayii,Pteronotus_macleayii,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
CHIROPTERA,MORMOOPIDAE,Pteronotus,quadridens,Pteronotus_quadridens,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Abditomys,latidens,Abditomys_latidens,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Abeomelomys,sevia,Abeomelomys_sevia,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Acomys,minous,Acomys_minous,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Acomys,nesiotes,Acomys_nesiotes,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Anisomys,imitator,Anisomys_imitator,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Anonymomys,mindorensis,Anonymomys_mindorensis,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Apodemus,argenteus,Apodemus_argenteus,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Apodemus,semotus,Apodemus_semotus,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Apodemus,speciosus,Apodemus_speciosus,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Apomys,abrae,Apomys_abrae,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Apomys,camiguinensis,Apomys_camiguinensis,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Apomys,datae,Apomys_datae,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Apomys,gracilirostris,Apomys_gracilirostris,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Apomys,hylocetes,Apomys_hylocetes,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Apomys,insignis,Apomys_insignis,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Apomys,littoralis,Apomys_littoralis,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Apomys,microdon,Apomys_microdon,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Apomys,musculus,Apomys_musculus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Apomys,sacobianus,Apomys_sacobianus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Archboldomys,kalinga,Archboldomys_kalinga,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Archboldomys,luzonensis,Archboldomys_luzonensis,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Archboldomys,musseri,Archboldomys_musseri,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Baiyankamys,habbema,Baiyankamys_habbema,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Baiyankamys,shawmayeri,Baiyankamys_shawmayeri,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Batomys,dentatus,Batomys_dentatus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Batomys,granti,Batomys_granti,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Batomys,russatus,Batomys_russatus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Batomys,salomonseni,Batomys_salomonseni,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Bullimus,bagobus,Bullimus_bagobus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Bullimus,gamay,Bullimus_gamay,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Bullimus,luzonicus,Bullimus_luzonicus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Bunomys,andrewsi,Bunomys_andrewsi,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Bunomys,chrysocomus,Bunomys_chrysocomus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Bunomys,coelestis,Bunomys_coelestis,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Bunomys,fratrorum,Bunomys_fratrorum,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Bunomys,penitus,Bunomys_penitus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Bunomys,prolatus,Bunomys_prolatus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Canariomys,bravoi,Canariomys_bravoi,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Canariomys,tamarani,Canariomys_tamarani,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Carpomys,melanurus,Carpomys_melanurus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Carpomys,phaeurus,Carpomys_phaeurus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Chiropodomys,calamianensis,Chiropodomys_calamianensis,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Chiropodomys,karlkoopmani,Chiropodomys_karlkoopmani,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Chiropodomys,major,Chiropodomys_major,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Chiropodomys,muroides,Chiropodomys_muroides,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Chiropodomys,pusillus,Chiropodomys_pusillus,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Chiruromys,forbesi,Chiruromys_forbesi,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Chiruromys,lamia,Chiruromys_lamia,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Chiruromys,vates,Chiruromys_vates,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Chrotomys,gonzalesi,Chrotomys_gonzalesi,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Chrotomys,mindorensis,Chrotomys_mindorensis,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Chrotomys,sibuyanensis,Chrotomys_sibuyanensis,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Chrotomys,silaceus,Chrotomys_silaceus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Chrotomys,whiteheadi,Chrotomys_whiteheadi,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Coccymys,albidens,Coccymys_albidens,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Coccymys,ruemmleri,Coccymys_ruemmleri,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Coryphomys,buehleri,Coryphomys_buehleri,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Coryphomys,musseri,Coryphomys_musseri,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Crateromys,australis,Crateromys_australis,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Crateromys,heaneyi,Crateromys_heaneyi,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Crateromys,paulus,Crateromys_paulus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Crateromys,schadenbergi,Crateromys_schadenbergi,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Crossomys,moncktoni,Crossomys_moncktoni,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Crunomys,celebensis,Crunomys_celebensis,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Crunomys,fallax,Crunomys_fallax,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Crunomys,melanius,Crunomys_melanius,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Crunomys,suncoides,Crunomys_suncoides,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Diplothrix,legata,Diplothrix_legata,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Echiothrix,centrosa,Echiothrix_centrosa,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Echiothrix,leucura,Echiothrix_leucura,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Eropeplus,canus,Eropeplus_canus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Haeromys,margarettae,Haeromys_margarettae,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Haeromys,minahassae,Haeromys_minahassae,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Haeromys,pusillus,Haeromys_pusillus,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Hybomys,basilii,Hybomys_basilii,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Hydromys,hussoni,Hydromys_hussoni,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Hydromys,neobritannicus,Hydromys_neobritannicus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Hydromys,ziegleri,Hydromys_ziegleri,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Hyomys,dammermani,Hyomys_dammermani,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Hyomys,goliath,Hyomys_goliath,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Kadarsanomys,sodyi,Kadarsanomys_sodyi,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Komodomys,rintjanus,Komodomys_rintjanus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Lenomys,meyeri,Lenomys_meyeri,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Leopoldamys,siporanus,Leopoldamys_siporanus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Leptomys,elegans,Leptomys_elegans,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Leptomys,ernstmayri,Leptomys_ernstmayri,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Leptomys,signatus,Leptomys_signatus,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Limnomys,bryophilus,Limnomys_bryophilus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Limnomys,sibuanus,Limnomys_sibuanus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Lorentzimys,nouhuysi,Lorentzimys_nouhuysi,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Macruromys,elegans,Macruromys_elegans,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Macruromys,major,Macruromys_major,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Mallomys,aroaensis,Mallomys_aroaensis,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Mallomys,gunung,Mallomys_gunung,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Mallomys,istapantap,Mallomys_istapantap,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Mallomys,rothschildi,Mallomys_rothschildi,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Malpaisomys,insularis,Malpaisomys_insularis,Extinct,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Mammelomys,lanosus,Mammelomys_lanosus,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Mammelomys,rattoides,Mammelomys_rattoides,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Margaretamys,beccarii,Margaretamys_beccarii,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Margaretamys,elegans,Margaretamys_elegans,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Margaretamys,parvus,Margaretamys_parvus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Maxomys,alticola,Maxomys_alticola,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Maxomys,baeodon,Maxomys_baeodon,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Maxomys,bartelsii,Maxomys_bartelsii,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Maxomys,dollmani,Maxomys_dollmani,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Maxomys,hellwaldii,Maxomys_hellwaldii,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Maxomys,hylomyoides,Maxomys_hylomyoides,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Maxomys,inflatus,Maxomys_inflatus,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Maxomys,musschenbroekii,Maxomys_musschenbroekii,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Maxomys,ochraceiventer,Maxomys_ochraceiventer,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Maxomys,pagensis,Maxomys_pagensis,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Maxomys,panglima,Maxomys_panglima,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Maxomys,wattsi,Maxomys_wattsi,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Melasmothrix,naso,Melasmothrix_naso,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Melomys,aerosus,Melomys_aerosus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Melomys,arcium,Melomys_arcium,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Melomys,bannisteri,Melomys_bannisteri,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Melomys,bougainville,Melomys_bougainville,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Melomys,caurinus,Melomys_caurinus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Melomys,cooperae,Melomys_cooperae,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Melomys,dollmani,Melomys_dollmani,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Melomys,fraterculus,Melomys_fraterculus,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Melomys,frigicola,Melomys_frigicola,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Melomys,fulgens,Melomys_fulgens,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Melomys,howi,Melomys_howi,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Melomys,leucogaster,Melomys_leucogaster,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Melomys,lutillus,Melomys_lutillus,Extant,Not endemic to strictly defined islands,0,Endemic to classically defined islands,1,,,,,,,,,,,
RODENTIA,MURIDAE,Melomys,matambuai,Melomys_matambuai,Extant,Endemic to strictly defined islands,1,Endemic to classically defined islands,1,,,,,,,,,,,
