"harmMeans" "medians" "means" "low95" "high95" "CIwidth"
"Taterillus_pygargus" 0.112242800331256 0.121885805275345 0.124199999169298 0.0640707179124208 0.2070315796433 0.142960861730879
"Taterillus_lacustris" 0.11007075308428 0.11812711864744 0.120593260062075 0.0652714019464396 0.200271841694353 0.135000439747913
"Meriones_dahli" 0.159314788134506 0.169790740902605 0.17751342001813 0.0881655608742097 0.307933461215402 0.219767900341193
"Meriones_chengi" 0.154505774571537 0.170221461187286 0.172119751103025 0.0844091412773772 0.287560280670252 0.203151139392875
"Meriones_unguiculatus" 0.15636888339266 0.166688684722835 0.172940431347355 0.0852207428748454 0.290698791299674 0.205478048424829
"Meriones_libycus" 0.15059180264743 0.15546062937099 0.164326082234674 0.090822380870943 0.276722869113207 0.185900488242264
"Meriones_tristrami" 0.14809822557865 0.153376667988176 0.162648888103485 0.0839609723249722 0.278542974506847 0.194582002181874
"Meriones_meridianus" 0.147268029738075 0.157987099385549 0.162401628855028 0.0807212254850631 0.266731947444738 0.186010721959675
"Meriones_shawi" 0.151932867545812 0.152244948230317 0.154644105890224 0.122298948859831 0.19888142465237 0.076582475792539
"Meriones_grandis" 0.151932867545812 0.152244948230317 0.154644105890224 0.122298948859831 0.19888142465237 0.076582475792539
"Meriones_sacramenti" 0.159691699376553 0.169145854821837 0.175119218338826 0.0902351110675217 0.301393213799311 0.21115810273179
"Meriones_crassus" 0.148989109559726 0.159212038150213 0.16366135906569 0.0798104384803456 0.26120628366468 0.181395845184334
"Meriones_vinogradovi" 0.162432798880797 0.172334358207446 0.179088783318441 0.0873071747868205 0.307585266435935 0.220278091649114
"Meriones_arimalius" 0.158124848550306 0.172971834274045 0.172563690588416 0.0849814506265023 0.260342748821151 0.175361298194649
"Meriones_zarudnyi" 0.152064954064211 0.16120393128507 0.168577396561142 0.0845685983084916 0.29432313014895 0.209754531840459
"Meriones_hurrianae" 0.0984355941540463 0.103604228478951 0.104924533246694 0.065896500455864 0.161080148211454 0.0951836477555898
"Meriones_tamariscinus" 0.0972853075998903 0.103607129734716 0.104305545347488 0.0634553226703179 0.161080148211454 0.097624825541136
"Meriones_persicus" 0.119944724408832 0.1207143936815 0.121026940659402 0.100759662785414 0.143120710711437 0.042361047926023
"Meriones_rex" 0.119944724408832 0.1207143936815 0.121026940659402 0.100759662785414 0.143120710711437 0.042361047926023
"Sekeetamys_calurus" 0.0706545143083602 0.074631449433567 0.0741583431488481 0.0492223367704177 0.100376175549151 0.0511538387787331
"Brachiones_przewalskii" 0.070489226788632 0.074631449433567 0.0740596154611277 0.0497413691272974 0.100376175549151 0.0506348064218534
"Psammomys_obesus" 0.086704014452888 0.087600644608459 0.0872814915536989 0.0735625053851945 0.100073506920545 0.02651100153535
"Psammomys_vexillaris" 0.086704014452888 0.087600644608459 0.0872814915536989 0.0735625053851945 0.100073506920545 0.02651100153535
"Rhombomys_opimus" 0.0682179879507673 0.071800525567563 0.0713336247261213 0.045869855330551 0.0961320237975957 0.0502621684670447
"Dipodillus_campestris" 0.12266294486407 0.136175020495124 0.142857347357446 0.0565130799830302 0.278700091093494 0.222187011110464
"Gerbillus_famulus" 0.117574188923332 0.129183779696586 0.135830117157678 0.0589976320700421 0.243485566638645 0.184487934568603
"Gerbillus_perpallidus" 0.128675487501081 0.137373293944339 0.145398624117769 0.069824619814918 0.269867201604017 0.200042581789099
"Gerbillus_hoogstraali" 0.119872153471084 0.12885417739204 0.134926754402096 0.0636060138084848 0.231893648808133 0.168287634999648
"Dipodillus_bottai" 0.136032594026508 0.141956336446234 0.150714123006715 0.0783766433594962 0.263416394895762 0.185039751536265
"Gerbillus_poecilops" 0.122023850467464 0.134136413906262 0.139845356230668 0.0628249897149498 0.252336428237552 0.189511438522602
"Gerbillus_occiduus" 0.12874146347781 0.142909845586671 0.149176864779893 0.0579555785248862 0.261694518798487 0.203738940273601
"Gerbillus_nancillus" 0.127520259857355 0.138590222473791 0.144585126206918 0.0623445132594041 0.243121160930861 0.180776647671457
"Gerbillus_cheesmani" 0.117988257350217 0.127562025928058 0.137456140279038 0.0609046707217669 0.264301987747034 0.203397317025268
"Gerbillus_dongolanus" 0.128791797029518 0.145273962558751 0.148729542367905 0.057878186248348 0.26354162700873 0.205663440760382
"Gerbillus_syrticus" 0.12920042073886 0.139610585170239 0.144448042014874 0.06162532789442 0.250981437307463 0.189356109413043
"Gerbillus_brockmani" 0.125028156074384 0.140125641396948 0.142106394865721 0.0630697973980085 0.248327086530389 0.185257289132381
"Gerbillus_burtoni" 0.127670474588665 0.140738219344039 0.14897446855205 0.0622568395664009 0.293194553600498 0.230937714034097
"Dipodillus_mackilligini" 0.133299988744255 0.143729477763202 0.15060441103324 0.0697736495937277 0.263844391758281 0.194070742164553
"Gerbillus_muriculus" 0.126771008705054 0.141645808159963 0.147530341892631 0.0636954130102464 0.286458534910824 0.222763121900578
"Gerbillus_henleyi" 0.12147103024921 0.138726578945291 0.14348275016331 0.0542957541996156 0.260152117503889 0.205856363304274
"Dipodillus_stigmonyx" 0.116220727025177 0.121982672312266 0.133544456934877 0.0555122590742677 0.260497075138302 0.204984816064034
"Dipodillus_dasyurus" 0.125492791678265 0.133227174340065 0.142492698572739 0.0650868844120213 0.252893979284439 0.187807094872417
"Gerbillus_nanus" 0.125516391578271 0.136200540558445 0.146845045696744 0.0582603007451685 0.276614425584452 0.218354124839283
